Column1,Column2
K221101,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>대공포/유도무기정비</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_202008061003431010.jpg alt=대공포/유도무기정비관련 사진 ><br>시험장비, 계측장비를 이용한 방공/유도무기 예방정비 업무 및 정비장비 관리 업무 수행
<br>- 장비 일일검사 및 주기적인 점검으로 항상 가동 가능한 상태 유지
<br>- 방공/유도무기 단순 고장에 대한 부분품 교환 및 장비/공구 관리
<br>- 정비에 소요되는 부속품 청구 및 관리, 관련서류 작성 유지
<br>- 입고 / 이동정비 시 부대 및 야전정비 업무를 수행</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 전기 분야 
<br>② 전자 분야 
<br>③ 제어 분야 
<br>④ 기계 분야</td></tr><tr><th scope=row>간접</th><td>⑤ 측량 분야 
<br>⑥ 반도체 분야 
<br>⑦ 컴퓨터HW 분야 
<br>⑧ 무선통신 분야 
<br>⑨ 정보통신 분야 
<br>⑩ 광학기재 분야 
<br>⑪ 자동차정비 분야</td></tr><tr><th scope=row colspan=2>신체사항</th><td>- 색각장애, 2차 심리검사 결과 등 정밀검사 대상자 제외</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자(4급 현역입영대상자 :22년 2월 입영 접수부터 가능)
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 선발(합격)자 발표 → 면접 및 신체검사 → 최종 선발(합격)자 발표 → 입영 → 기초군사훈련(5주) → 병과교육(군수교:3주) → 부대배치 조회(육군본부 홈페이지 - 신병부대배치 화면에서도 가능)
<br>* 육군훈련소 입영일자에 따라 병과학교 미교육자 있을 수 있습니다.</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K221102,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>로켓무기정비</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_202008061004152730.jpg alt=로켓무기정비관련 사진 ><br>로켓무기 발사대 및 부수장비 수리 보조업무 수행
<br>- 입고/이동정비시 정비보조 임무 수행
<br>- 단순 고장에 대한 부속품 교환 및 수리
<br>- 발사대의 예방정비 및 관리
<br>- 정비장비 및 공구 관리</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 전자 분야
<br>② 무선통신 분야
<br>③ 전기 분야
<br>④ 제어 분야</td></tr><tr><th scope=row>간접</th><td>⑤ 자동차정비 분야
<br>⑥ 기계 분야
<br>⑦ 금속 분야
<br>⑧ 반도체 분야</td></tr><tr><th scope=row colspan=2>신체사항</th><td>신체조건 없음</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자(4급 현역입영대상자 :22년 2월 입영 접수부터 가능)
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 선발(합격)자 발표 → 신체검사 → 최종 선발(합격)자 발표 → 입영 → 기초군사훈련(5주) → 병과교육(종합군수학교 : 3주) →부대배치 조회(육군본부 홈페이지 - 신병부대배치 화면에서도 가능)
<br>* 육군훈련소 입영일자에 따라 병과학교 미교육자 있을 수 있습니다.</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K221103,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>유도무기정비</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_202008061005041420.jpg alt=유도무기정비관련 사진 ><br>유도무기의 수리요원으로서 야전 정비/수리 업무 수행
<br>- 유도무기의 구성품 및 장비 성능 점검
<br>- 계측기를 사용하여 고장원인 및 부위 탐지
<br>- 정비를 위한 조정 교환 수리 실시</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 전자분야
<br>② 제어분야
<br>③ 무선통신분야</td></tr><tr><th scope=row>간접</th><td>④ 전기분야
<br>⑤ 기계분야
<br>⑥ 반도체분야
<br>⑦ 금속분야</td></tr><tr><th scope=row colspan=2>신체사항</th><td>- 색각장애 제외</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 학력 : 중학교 졸업이상(교육부장관이 인정하는 동등학력 포함) /'21년 3월접수(6월입영)부터 폐지
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람
<br>
<br>※ 2022년 1월 입영부터 모집특기 폐지</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 선발(합격)자 발표 → 면접 및 신체검사 → 최종 선발(합격)자 발표 → 입영 → 기초군사훈련(5주) → 부대배치 조회(육군본부 홈페이지 - 신병부대배치 화면에서도 가능)
<br>* 육군훈련소 입영일자에 따라 병과학교 미교육자 있을 수 있습니다.</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K222101,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>총기정비</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_202008061006054630.jpg alt=총기정비관련 사진 ><br>각종 화기를 수리 또는 재생 업무 수행
<br>- 화기의 결합부분을 점검하고 작업명령을 검토하여 결함 사항과 수리부분을 결정
<br>- 손으로 총기를 조작하여 기능 시험
<br>- 주기적으로 사용부대 총기를 순회점검하고 보고서 작성</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 기계 분야
<br>② 건설기계정비 분야
<br>③ 자동차정비 분야</td></tr><tr><th scope=row>간접</th><td>④ 금속 분야
<br>⑤ 용접 분야
<br>⑥ 항공기정비 분야</td></tr><tr><th scope=row colspan=2>신체사항</th><td>- 2차 심리검사 결과 등 정밀검사 대상자 제외</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자(4급 현역입영대상자 :22년 2월 입영 접수부터 가능)
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 합격자 발표 → 신체검사 → 최종합격자 발표 → 입영 → 기초군사훈련(5주) → 병과교육(종합군수학교:3주) → 부대배치 조회(육군본부 홈페이지 - 신병부대배치 화면에서도 가능)
<br>* 육군훈련소 입영일자에 따라 병과학교 미교육자 있을 수 있습니다.</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K222102,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>화포정비</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_202008061007234560.jpg alt=화포정비관련 사진 ><br>화포 부수기재 및 장치대의 수리 또는 재생업무 수행
<br>- 정밀한 기구와 특수 공구를 사용하여 부속품의 가용성을 측정하고 사용불가 및 수리 불가품 교환
<br>- 수정명령에 의거한 화표의 수정작업 실시</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 기계 분야
<br>② 건설기계정비 분야
<br>③ 자동차정비 분야</td></tr><tr><th scope=row>간접</th><td>④ 금속 분야 
<br>⑤ 용접 분야
<br>⑥ 항공기정비 분야</td></tr><tr><th scope=row colspan=2>신체사항</th><td>- 2차 심리검사 결과 등 정밀검사 대상자 제외</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자(4급 현역입영대상자 :22년 2월 입영 접수부터 가능)
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 선발(합격)자 발표 → 면접 및 신체검사 → 최종 선발(합격)자 발표 → 입영 → 기초군사훈련(5주) → 병과교육(종합군수학교:3주) → 부대배치 조회(육군본부 홈페이지 - 신병부대배치 화면에서도 가능)
<br>* 육군훈련소 입영일자에 따라 병과학교 미교육자 있을 수 있습니다.</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K222103,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>광학기재정비</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_202008061008080790.jpg alt=광학기재정비관련 사진 ><br>광학기재와 기계의 검사, 조정 및 수리 업무 수행
<br>- 광학장비 및 기계를 검사하고 마모된 부분품 교환 수리
<br>- 수리작업에 관한 제반 보고서 작성</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 광학기재분야
<br>② 기계분야
<br>③ 자연과학물리분야</td></tr><tr><th scope=row>간접</th><td>④ 공학,산업 분야 
<br>⑤ 전기 분야 
<br>⑥ 전자 분야 
<br>⑦ 반도체 분야</td></tr><tr><th scope=row colspan=2>신체사항</th><td>신체조건 없음</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자(4급 현역입영대상자 :22년 2월 입영 접수부터 가능)
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 선발(합격)자 발표 → 면접 및 신체검사 → 최종 선발(합격)자 발표 → 입영 → 기초군사훈련(5주) → 병과교육(종합군수학교:3주) → 부대배치 조회(육군본부 홈페이지 - 신병부대배치 화면에서도 가능)
<br>* 육군훈련소 입영일자에 따라 병과학교 미교육자 있을 수 있습니다.</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K222104,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>감시장비정비</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_202008061008543120.jpg alt=감시장비정비관련 사진 ><br>감시장비에 대하여 야전 3, 4단계 정비 지원 업무 수행
<br>- 감시 장비 정비 업무 수행
<br>- 고장난 장비에 대한 검사 실시
<br>- 100% 기술 검사 업무 수행</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 전자 분야
<br>② 제어 분야</td></tr><tr><th scope=row>간접</th><td>③ 반도체 분야
<br>④ 컴퓨터H/W 분야
<br>⑤ 유선선로 분야
<br>⑥ 무선통신 분야</td></tr><tr><th scope=row colspan=2>신체사항</th><td>신체조건 없음</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자(4급 현역입영대상자 :22년 2월 입영 접수부터 가능)
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 선발(합격)자 발표 → 면접 및 신체검사 → 최종 선발(합격)자 발표 → 입영 → 기초군사훈련(5주) → 병과교육(종합군수학교:3주) → 부대배치 조회(육군본부 홈페이지 - 신병부대배치 화면에서도 가능)
<br>* 육군훈련소 입영일자에 따라 병과학교 미교육자 있을 수 있습니다.</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K222105,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>전차정비</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_202008061009460930.jpg alt=전차정비관련 사진 ><br>전차 야전정비업무 수행
<br>- 결함 개소에 대하여 정비지시에 따라 정비보조임무 수행
<br>- 일반 및 특수공구를 사용하여 고장개소에 대한 부속품 교환 및 수리
<br>- 입고/이동정비시 부대 및 야전정비 업무 수행
<br>- 정비업무에 대한 행정업무 처리(정비기록, 수리부속 청구 등)</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 자동차정비 분야
<br>② 기계 분야 
<br>③ 건설기계정비 분야</td></tr><tr><th scope=row>간접</th><td>④ 전기 분야
<br>⑤ 전자 분야 
<br>⑥ 제어 분야
<br>⑦ 항공기정비 분야</td></tr><tr><th scope=row colspan=2>신체사항</th><td>신체조건 없음</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자(4급 현역입영대상자 :22년 2월 입영 접수부터 가능)
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 선발(합격)자 발표 → 신체검사 → 최종 선발(합격)자 발표 → 입영 → 기초군사훈련(5주) → 병과교육(종합군수학교:3주) → 부대배치 조회(육군본부 홈페이지 - 신병부대배치 화면에서도 가능)
<br>* 육군훈련소 입영일자에 따라 병과학교 미교육자 있을 수 있습니다.</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K222106,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>K계열전차사격기재정비</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_201505150708309840.bmp alt=K계열전차사격기재정비관련 사진 ><br>K계열 전차의 사격통제장치에 대한 고장 개소를 발견하고 구성품 및 부속품의 교환 또는 수리 업무 수행
<br>- 전차 사격 통제 장치에 대한 고장 부분 점검
<br>- 전차사격기재 수리에 대한 3,4단계 정비실시</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 전자분야
<br>② 전기분야
<br>③ 반도체분야
<br>④ 광학기재분야</td></tr><tr><th scope=row>간접</th><td>⑤ 기계분야
<br>⑥ 제어분야</td></tr><tr><th scope=row colspan=2>신체사항</th><td>신체조건 없음</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 학력 : 중학교 졸업이상(교육부장관이 인정하는 동등학력 포함) /'21년 3월접수(6월입영)부터 폐지
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람
<br>
<br>※ 2022년 1월 입영부터 모집특기 폐지</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 선발(합격)자 발표 → 신체검사 → 최종 선발(합격)자 발표 → 입영 → 기초군사훈련(5주) → 부대배치 조회(육군본부 홈페이지 - 신병부대배치 화면에서도 가능)
<br>* 육군훈련소 입영일자에 따라 병과학교 미교육자 있을 수 있습니다.</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K222107,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>M계열전차정비</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_202008061010240370.jpg alt=M계열전차정비관련 사진 ><br>M계열 전차 기계장치, 궤도 장치에 대한 수리 업무 수행
<br>- 시험장비를 사용하여 고장부분 점검
<br>- 궤도장치에 대한 검사 실시 및 수리업무 수행
<br>- 수리부속품을 청구, 관리 보관</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 자동차 정비분야
<br>② 건설기계 정비분야
<br>③ 기계분야</td></tr><tr><th scope=row>간접</th><td>④ 항공기 정비분야
<br>⑤ 전기분야
<br>⑥ 용접분야
<br>⑦ 금속분야</td></tr><tr><th scope=row colspan=2>신체사항</th><td>신체조건 없음</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 학력 : 중학교 졸업이상(교육부장관이 인정하는 동등학력 포함) /'21년 3월접수(6월입영)부터 폐지
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람
<br>
<br>※ 2022년 1월 입영부터 모집특기 폐지</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 선발(합격)자 발표 → 신체검사 → 최종 선발(합격)자 발표  → 입영 → 기초군사훈련(5주) → 병과교육(종합군수학교:3주) → 부대배치 조회(육군본부 홈페이지 - 신병부대배치 화면에서도 가능)
<br>* 육군훈련소 입영일자에 따라 병과학교 미교육자 있을 수 있습니다.</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K222108,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>M계열전차사격기재정비</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_201505150709207270.bmp alt=M계열전차사격기재정비관련 사진 ><br>M계열 전차의 사격 통제 장치에 대한 고장 개소를 발견하고 구성품 및 부속품의 교환 또는 수리 업무 수행
<br>- 전차 사격 통제 장치에 대한 고장 부분 점검
<br>- 전차 사격 기재 수리에 대한 3,4단계 정비 실시</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 전자분야
<br>② 전기분야
<br>③ 반도체분야
<br>④ 광학기재분야</td></tr><tr><th scope=row>간접</th><td>⑤ 제어분야
<br>⑥ H/W분야
<br>⑦ 유선선로분야
<br>⑧ 무선통신분야</td></tr><tr><th scope=row colspan=2>신체사항</th><td>신체조건 없음</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 학력 : 중학교 졸업이상(교육부장관이 인정하는 동등학력 포함) /'21년 3월접수(6월입영)부터 폐지
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람
<br>
<br>※ 2022년 1월 입영부터 모집특기 폐지</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 선발(합격)자 발표 → 신체검사 → 최종 선발(합격)자 발표 → 입영 → 기초군사훈련(5주) → 부대배치 조회(육군본부 홈페이지 - 신병부대배치 화면에서도 가능)
<br>* 육군훈련소 입영일자에 따라 병과학교 미교육자 있을 수 있습니다.</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
K222109,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기, 병과, 직무개요 및 임무, 관련분야(직접, 간접), 신체사항, 지원자격, 지원부터 배치까지에 대한내용을 제공</caption><colgroup><col class=width_5p><col class=width_5p><col class=width_80p></colgroup><tbody><tr><th scope=row colspan=2>특기</th><td>자주포야전정비</td></tr><tr><th scope=row colspan=2>직무개요 및 임무</th><td><img src=/download/mjb/1/CAIS_HPIS_202008061011374590.jpg alt=자주포야전정비관련 사진 ><br>자주포 야전정비업무 수행
<br>- 결함 개소에 대하여 정비지시에 따라 정비보조임무 실시
<br>- 일반 및 특수공구를 사용하여 고장개소에 대한 부속품 교환 및 수리
<br>- 입고/이동정비시 부대 및 야전정비 업무 수행
<br>- 정비업무에 대한 행정업무 처리(정비기록, 수리부속 청구 등)</td></tr><tr><th scope=rowgroup rowspan=2>관련분야</th><th scope=row>직접</th><td>① 자동차정비 분야 
<br>② 기계 분야 
<br>③ 건설기계정비 분야</td></tr><tr><th scope=row>간접</th><td>④ 전기 분야 
<br>⑤ 전자 분야 
<br>⑥ 제어 분야 
<br>⑦ 항공기정비 분야</td></tr><tr><th scope=row colspan=2>신체사항</th><td>신체조건 없음</td></tr><tr><th scope=row colspan=2>지원자격</th><td>○ 연령 : 지원서 접수년도 기준 18세 이상 28세 이하
<br>○ 신체등급 1~3급을 판정받은 현역입영 대상자(4급 현역입영대상자 :22년 2월 입영 접수부터 가능)
<br>○ 자격/면허를 소지하였거나 자격/면허 미소지한 경우는 해당 전공학과 전문계고교 3년이상 수료 또는 대학 1년재학 이상인 사람
<br>○ 수형사유 지원제한 요건
<br>◎ 금고이상의 형(집행유예 포함)을 선고받은 사람
<br>◎ 재판중이거나 수사가 종결되지 아니한 사람</td></tr><tr><th scope=row colspan=2>지원부터 배치까지</th><td>▶지원 → 1차 선발(합격)자 발표 → 신체검사 → 최종 선발(합격)자 발표 → 입영 → 기초군사훈련(5주) → 병과교육(종합군수학교:3주) → 부대배치 조회(육군본부 홈페이지 - 신병부대배치 화면에서도 가능)
<br>* 육군훈련소 입영일자에 따라 병과학교 미교육자 있을 수 있습니다.</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
